ID Khách hàng,Họ và tên,Tuổi,Số điện thoại,Quận,Phường,Địa chỉ chi tiết,Email,Ngày sinh,Lịch sử mua hàng,Tần suất mua hàng,Tổng doanh thu,Tổng lợi nhuận,Đánh giá,Số lượt đánh giá,Tham gia KM
628,Vũ Vĩ Ngọc,18,0914471946,Quận 7,Tân Thuận Tây,20 Đặng Đại Độ,vu_vi_ngoc_21102006@gmail.com,2006-10-21,"Duloxetine, Trazodone, Montelukast, Oxycodone",5,156314.84,115755,4.6,1,0
629,Lê Linh Văn,54,0933213365,Huyện Nhà Bè,Xã Phú Xuân,74 Vạn Phát Hưng,le_linh_van_22061970@gmail.com,1970-06-22,"Warfarin, Ciprofloxacin",9,1705815.09,1038773,3.2,2,2
630,Vũ An Ngọc,19,0956653707,Quận 7,Tân Kiểng,48 Phan Văn Chương,vu_an_ngoc_18022005@gmail.com,2005-02-18,"Venlafaxine, Enalapril, Tretinoin",5,4379057.11,2851028,4.4,5,5
631,Hồ Hà Lan,59,0999688936,Huyện Nhà Bè,Xã Hiệp Phước,99 Long Thới,ho_ha_lan_04031965@gmail.com,1965-03-04,"Nitroglycerin, Azithromycin, Pregabalin, Esomeprazole",7,2488868.95,1538969,4.3,3,3
632,Trần Bảo Như,57,0972037912,Quận 7,Phú Thuận,63 Nguyễn Thị Thập,tran_bao_nhu_24071967@gmail.com,1967-07-24,"Levofloxacin, Sertraline, Memantine",10,1622377.94,1129204,3.5,2,2
633,Hồ Khánh Mai,27,0994314468,Quận 7,Tân Hưng,90 Hoàng Quốc Việt,ho_khanh_mai_19081997@gmail.com,1997-08-19,"Loratadine, Sodium chloride, Atomoxetine",1,2335980.5,1446550,4.5,2,2
634,Trần Tú Thị,80,0944234151,Huyện Nhà Bè,Xã Phước Lộc,51 Nguyễn Bình,tran_tu_thi_28031944@gmail.com,1944-03-28,"Donepezil, Quetiapine",3,4389185.2,2978767,4.6,2,2
635,Đỗ Như Ngọc,46,0972730177,Huyện Nhà Bè,Xã Nhơn Đức,39 Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu,do_nhu_ngoc_10101978@gmail.com,1978-10-10,"Hydroxychloroquine, Miconazole, Montelukast, Carvedilol",3,2826647.6,1985533,4.3,3,3
636,Ngô Đức Quang,45,0918606915,Huyện Nhà Bè,Xã Long Thới,87 Đào Xuân Tích,ngo_duc_quang_21051979@gmail.com,1979-05-21,"Sertraline, Tramadol, Telmisartan, Galantamine",4,1906644.89,1506507,4.0,3,3
637,Hồ Văn Hải,52,0947039581,Huyện Nhà Bè,Xã Phước Kiển,95 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,ho_van_hai_22071972@gmail.com,1972-07-22,"Fluconazole, Lansoprazole, Amphetamine, Warfarin",4,643411.92,393809,3.6,1,0
638,Hồ Quang Thị,22,0904827069,Huyện Nhà Bè,Xã Phước Kiển,72 Nguyễn Lương Bằng,ho_quang_thi_27062002@gmail.com,2002-06-27,Thuốc đau dạ dày,5,3217053.35,2079164,4.5,4,4
639,Phạm Thị Đức,75,0922005522,Quận 7,Tân Hưng,32 Đường D232,pham_thi_duc_27051949@gmail.com,1949-05-27,"Lithium, Sertraline, Fluconazole, Carvedilol",1,3551780.91,2423037,3.9,2,2
640,Nguyễn Bảo Thị,29,0993885975,Quận 7,Phú Mỹ,1 Phan Văn Chương,nguyen_bao_thi_01051995@gmail.com,1995-05-01,"Methylphenidate, Pregabalin, Naproxen",10,978576.24,671214,4.9,1,1
641,Lê Khánh Hải,39,0946451071,Quận 7,Tân Phú,6 Đường U,le_khanh_hai_12011985@gmail.com,1985-01-12,Isotretinoin,12,676750.57,486860,3.9,1,0
642,Hồ Tâm Ngọc,65,0964152021,Quận 7,Tân Thuận Đông,80 Phạm Văn Nghị,ho_tam_ngoc_28051959@gmail.com,1959-05-28,"Propranolol, Esomeprazole",11,3690458.92,2419162,4.0,2,2
643,Bùi Vĩ An,20,0956023169,Quận 7,Tân Hưng,75 Phan Huy Thực,bui_vi_an_10042004@gmail.com,2004-04-10,"Sertraline, Clopidogrel, Lisinopril",12,2900650.66,2141139,3.4,4,4
644,Hồ Tú Thị,24,0944127294,Huyện Nhà Bè,Xã Long Thới,37 Khu Trung Tâm Huyện,ho_tu_thi_23102000@gmail.com,2000-10-23,Vitamin D,3,3449475.63,2412146,3.8,4,4
645,Vũ Bảo Đức,26,0941333951,Huyện Nhà Bè,Xã Phước Kiển,7 Chánh Hưng Nối Dài,vu_bao_duc_29101998@gmail.com,1998-10-29,"Atenolol, Metformin, Fentanyl, Fluoxetine",7,4196941.21,2666968,3.2,5,5
646,Lê Tâm Như,39,0941164044,Huyện Nhà Bè,Xã Hiệp Phước,98 Đào Sư Tích,le_tam_nhu_25041985@gmail.com,1985-04-25,"Ranitidine, Fluconazole, Telmisartan",4,925970.01,686975,3.8,1,1
647,Bùi Hà Đức,72,0948952738,Huyện Nhà Bè,Xã Phú Xuân,15 Liên Ấp 3-4,bui_ha_duc_27121952@gmail.com,1952-12-27,"Lansoprazole, Sodium chloride, Tramadol",1,3125904.24,2448440,3.2,2,2
648,Lê Minh Đức,56,0944175414,Quận 7,Tân Hưng,58 Bùi Văn Cấm,le_minh_duc_30041968@gmail.com,1968-04-30,"Atorvastatin, Cetirizine, Diclofenac",7,2952829.96,2115688,3.3,4,4
649,Vũ Bảo Đức,24,0903029337,Quận 7,Phú Thuận,95 Nguyễn Văn Linh,vu_bao_duc_07012000@gmail.com,2000-01-07,"Isotretinoin, Ibuprofen",10,969726.81,745551,3.1,1,1
650,Hồ Ngọc Hải,31,0957521953,Huyện Nhà Bè,Xã Phú Xuân,70 Bờ Tây,ho_ngoc_hai_23051993@gmail.com,1993-05-23,"Miconazole, Fluoxetine",12,1145348.59,885779,3.8,1,1
651,Nguyễn Hà Lan,32,0987018899,Quận 7,Phú Mỹ,59 Phú Thuận,nguyen_ha_lan_28091992@gmail.com,1992-09-28,"Ciprofloxacin, Amoxicillin",3,4499854.55,2957136,3.3,5,5
652,Nguyễn Hà Lan,68,0915475574,Huyện Nhà Bè,Xã Phước Kiển,29 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,nguyen_ha_lan_02101956@gmail.com,1956-10-02,"Acyclovir, Quetiapine, Galantamine, Lithium",7,151815.58,95628,4.4,1,0
653,Nguyễn Bảo Hải,80,0901507028,Huyện Nhà Bè,Xã Nhơn Đức,9 Bà Cả,nguyen_bao_hai_11061944@gmail.com,1944-06-11,"Acetaminophen, Thuốc đau dạ dày",11,2948401.09,2175813,4.3,2,2
654,Hoàng Đức Lan,42,0917641115,Quận 7,Tân Quy,1 Đặng Đức Thuật,hoang_duc_lan_16121982@gmail.com,1982-12-16,"Ramipril, Sertraline, Sildenafil",4,2071379.87,1407123,4.2,2,2
655,Nguyễn Hà Hải,67,0996061789,Huyện Nhà Bè,Xã Nhơn Đức,67 Chánh Hưng Nối Dài,nguyen_ha_hai_17071957@gmail.com,1957-07-17,"Ramipril, Metronidazole, Vitamin C",4,308901.92,200056,4.9,1,0
656,Nguyễn Bảo Thị,66,0953093337,Quận 7,Tân Thuận Đông,93 Gò Ô Môi,nguyen_bao_thi_28111958@gmail.com,1958-11-28,"Fluconazole, Sildenafil, Tramadol, Miconazole",2,4118232.14,2642987,3.3,2,2
657,Hoàng Khánh Ngọc,46,0966626462,Quận 7,Tân Kiểng,27 Phạm Thiều,hoang_khanh_ngoc_05031978@gmail.com,1978-03-05,Metoprolol,1,2924540.4,2192140,4.4,4,4
658,Bùi Bích Như,51,0988871540,Huyện Nhà Bè,Xã Hiệp Phước,1 Lê Văn Lương,bui_bich_nhu_01041973@gmail.com,1973-04-01,Sodium chloride,4,1886541.18,1496050,4.4,2,2
659,Hồ Tâm Mai,66,0916714653,Huyện Nhà Bè,Xã Nhơn Đức,13 Huỳnh Tấn Phát,ho_tam_mai_06051958@gmail.com,1958-05-06,"Montelukast, Fentanyl",10,1378260.14,978007,3.4,1,0
660,Bùi Như Thị,51,0915917878,Huyện Nhà Bè,Xã Phước Lộc,10 Đào Xuân Tích,bui_nhu_thi_29121973@gmail.com,1973-12-29,"Amphetamine, Hydroxychloroquine",11,4615588.05,2826512,4.3,5,5
661,Đỗ Ngọc Như,80,0986145200,Huyện Nhà Bè,Xã Long Thới,80 Lê Văn Lương,do_ngoc_nhu_07111944@gmail.com,1944-11-07,"Lansoprazole, Miconazole",6,112548.48,83674,4.0,1,0
662,Hồ Hà Lan,30,0968542255,Quận 7,Bình Thuận,71 Cầu Tân Thuận 22,ho_ha_lan_13101994@gmail.com,1994-10-13,"Omeprazole, Methadone, Azithromycin",1,633108.01,486842,3.0,1,0
663,Lê Minh Lan,41,0933420605,Huyện Nhà Bè,Xã Hiệp Phước,1 Nguyễn Hữu Thọ,le_minh_lan_27031983@gmail.com,1983-03-27,Hydrocodone,5,725953.9,491294,4.3,1,0
664,Bùi Như Thị,62,0941697720,Huyện Nhà Bè,Xã Long Thới,60 Liên Ấp 2-3,bui_nhu_thi_25061962@gmail.com,1962-06-25,"Diclofenac, Ketorolac, Ketorolac, Dexamethasone",5,3119991.76,2305471,3.8,2,2
665,Trần Quang An,29,0999743524,Quận 7,Tân Phú,14 Phạm Thiều,tran_quang_an_19021995@gmail.com,1995-02-19,"Valacyclovir, Meloxicam, Loratadine, Citalopram",12,1319073.77,859858,3.2,1,1
666,Vũ Bảo An,25,0984913388,Quận 7,Tân Quy,71 Đào Trí,vu_bao_an_14121999@gmail.com,1999-12-14,"Fentanyl, Trazodone, Ibuprofen, Simvastatin",3,550021.43,417874,4.9,1,0
667,Bùi Vĩ Như,56,0901527814,Huyện Nhà Bè,Xã Phú Xuân,22 Liên Ấp 3-4,bui_vi_nhu_12021968@gmail.com,1968-02-12,"Bacitracin, Montelukast, Clarithromycin",6,4090155.89,2977080,5.0,5,5
668,Lê Đức Như,54,0944607254,Quận 7,Phú Mỹ,57 Nguyễn Văn Linh,le_duc_nhu_14071970@gmail.com,1970-07-14,"Tamsulosin, Enalapril",11,3794795.52,2798670,3.7,5,5
669,Đỗ Tú An,80,0939613604,Quận 7,Tân Thuận Đông,87 Ô Đốc Tuyết,do_tu_an_24041944@gmail.com,1944-04-24,"Fentanyl, Loratadine",9,1000561.15,699953,3.2,1,0
670,Đỗ An Đức,37,0949591800,Huyện Nhà Bè,Xã Hiệp Phước,51 Bà Cả,do_an_duc_17081987@gmail.com,1987-08-17,"Atomoxetine, Hydrocodone",1,1116844.49,816226,3.6,1,1
671,Lê Tâm Mai,56,0958664009,Huyện Nhà Bè,Xã Phú Xuân,71 Đặng Nhữ Lâm,le_tam_mai_13091968@gmail.com,1968-09-13,Levofloxacin,4,2776426.67,2181858,3.6,4,4
672,Vũ Vĩ An,52,0984073155,Quận 7,Tân Thuận Tây,12 Đô Đốc Tuyết,vu_vi_an_10091972@gmail.com,1972-09-10,Atomoxetine,11,1036194.85,670967,3.1,1,1
673,Lê Minh Thị,37,0975173699,Quận 7,Tân Thuận Đông,19 Phạm Hữu Lầu,le_minh_thi_22091987@gmail.com,1987-09-22,Citalopram,10,2561989.08,1943197,4.5,3,3
674,Hồ Thị Mai,18,0953870436,Quận 7,Tân Kiểng,53 Nguyễn Văn Linh,ho_thi_mai_15092006@gmail.com,2006-09-15,"Valacyclovir, Clindamycin",10,3289467.13,2511402,3.8,5,5
675,Phạm Đức Hải,77,0927752121,Huyện Nhà Bè,Xã Hiệp Phước,81 Nhơn Đức,pham_duc_hai_14011947@gmail.com,1947-01-14,"Albuterol, Carvedilol",6,2699123.03,1830570,4.9,1,1
676,Nguyễn Văn Thị,62,0915848348,Quận 7,Bình Thuận,8 Phạm Thiều,nguyen_van_thi_25091962@gmail.com,1962-09-25,"Sertraline, Aspirin, Isotretinoin, Metformin",4,4334674.28,2855067,4.5,2,2
677,Đỗ Thành Mai,65,0962889583,Huyện Nhà Bè,Xã Hiệp Phước,89 Chánh Hưng Nối Dài,do_thanh_mai_28031959@gmail.com,1959-03-28,"Lisinopril, Lisinopril, Warfarin, Lansoprazole",5,901939.84,573200,3.3,1,0
678,Hồ Quang Mai,55,0931856718,Quận 7,Tân Phú,65 Nguyễn Khắc Viện,ho_quang_mai_22041969@gmail.com,1969-04-22,"Fluoxetine, Esomeprazole, Losartan, Acyclovir",6,1104123.11,856895,3.3,1,1
679,Trần Khánh Văn,50,0961558774,Quận 7,Tân Quy,31 Cầu Tân Thuận 22,tran_khanh_van_16031974@gmail.com,1974-03-16,Thuốc đau dạ dày,7,717468.82,440033,4.8,1,0
680,Phạm Linh Lan,42,0985814963,Quận 7,Tân Kiểng,54 Phan Khiêm Ích,pham_linh_lan_12051982@gmail.com,1982-05-12,"Dexamethasone, Bacitracin, Fluoxetine",9,1354170.77,1032913,4.3,2,2
681,Bùi Vĩ Lan,41,0954724793,Quận 7,Tân Quy,18 Đường D4,bui_vi_lan_17111983@gmail.com,1983-11-17,Metformin,6,1638765.46,1025818,3.7,2,2
682,Trần An Lan,48,0912560477,Quận 7,Tân Phú,58 Phạm Văn Nghị - Bắc,tran_an_lan_22061976@gmail.com,1976-06-22,"Oxycodone, Albuterol",9,1856769.45,1138565,4.6,2,2
683,Phạm Linh Như,70,0969140939,Huyện Nhà Bè,Xã Hiệp Phước,31 Khu Trung Tâm Huyện,pham_linh_nhu_31011954@gmail.com,1954-01-31,"Tamsulosin, Enalapril, Thuốc ho",2,3915518.44,2851140,4.7,2,2
684,Vũ Vĩ An,58,0947932988,Quận 7,Tân Quy,93 Đường U,vu_vi_an_17021966@gmail.com,1966-02-17,Esomeprazole,8,3122400.83,2190998,4.0,4,4
685,Đỗ Tú Đức,44,0908251190,Quận 7,Tân Thuận Đông,69 Phạm Viết Chánh,do_tu_duc_05091980@gmail.com,1980-09-05,"Hydroxychloroquine, Clarithromycin, Doxycycline",10,2864455.53,1962114,3.3,3,3
686,Lê An Hải,41,0965384351,Quận 7,Tân Phú,89 Bùi Bằng Đoàn,le_an_hai_23101983@gmail.com,1983-10-23,Dexamethasone,2,4174563.0,2955930,3.9,5,5
687,Phạm Minh Mai,60,0941670320,Huyện Nhà Bè,Xã Nhơn Đức,3 Long Thới - Nhơn Đức,pham_minh_mai_05061964@gmail.com,1964-06-05,"Lisinopril, Levothyroxine, Levofloxacin",11,3633493.11,2191662,3.0,4,4
688,Vũ An Ngọc,72,0922709372,Quận 7,Tân Quy,92 Nguyễn Văn Cừ,vu_an_ngoc_22051952@gmail.com,1952-05-22,"Lithium, Thuốc đau dạ dày",4,2609447.95,1716203,4.1,1,1
689,Hồ Ngọc Hải,69,0973978986,Quận 7,Tân Thuận Tây,40 Đào Trí,ho_ngoc_hai_11051955@gmail.com,1955-05-11,"Amphetamine, Gabapentin",2,3422199.55,2577766,4.2,2,2
690,Hồ An Thị,22,0997569041,Huyện Nhà Bè,Xã Phước Kiển,52 Long Thới - Nhơn Đức,ho_an_thi_06012002@gmail.com,2002-01-06,"Omeprazole, Tamsulosin, Amphetamine",11,610544.07,381224,3.9,1,0
691,Hoàng Đức Lan,38,0938398410,Huyện Nhà Bè,Xã Nhơn Đức,38 Long Thới - Nhơn Đức,hoang_duc_lan_10071986@gmail.com,1986-07-10,"Sildenafil, Doxycycline, Finasteride",2,1857130.82,1308933,4.9,2,2
692,Đỗ Tâm Đức,80,0915732698,Huyện Nhà Bè,Xã Phú Xuân,28 Đặng Nhữ Lâm,do_tam_duc_30121944@gmail.com,1944-12-30,Tamsulosin,11,3002797.49,2157478,3.5,2,2
693,Lê Thành Mai,57,0931013636,Quận 7,Tân Phú,9 Nguyễn Văn Linh,le_thanh_mai_06101967@gmail.com,1967-10-06,"Ciprofloxacin, Donepezil",12,1702322.44,1354333,4.4,2,2
694,Bùi Vĩ Hải,34,0993513604,Huyện Nhà Bè,Xã Phú Xuân,89 Bà Cả,bui_vi_hai_23051990@gmail.com,1990-05-23,Clarithromycin,11,995066.04,678497,3.3,1,1
695,Hồ Minh An,68,0939433411,Quận 7,Tân Phú,59 Chuyên Dùng,ho_minh_an_18051956@gmail.com,1956-05-18,Hydrocodone,5,2644485.79,2010284,4.1,2,2
696,Đỗ Mai An,24,0964501223,Huyện Nhà Bè,Xã Phú Xuân,55 Đào Tông Nguyên,do_mai_an_08012000@gmail.com,2000-01-08,"Ziprasidone, Miconazole, Finasteride",11,2996468.99,1927950,4.0,3,3
697,Nguyễn Đức Lan,21,0958084555,Quận 7,Bình Thuận,7 Nguyễn Phan Chánh,nguyen_duc_lan_04062003@gmail.com,2003-06-04,Omeprazole,8,1195186.29,848806,3.5,1,1
698,Lê Khánh Quang,59,0979120207,Huyện Nhà Bè,Xã Long Thới,74 Đặng Nhữ Lâm,le_khanh_quang_22021965@gmail.com,1965-02-22,"Losartan, Nystatin",11,2202383.31,1380957,4.0,2,2
699,Bùi Minh Mai,72,0946224520,Quận 7,Phú Mỹ,6 Nguyễn Văn Cừ,bui_minh_mai_16111952@gmail.com,1952-11-16,"Tramadol, Valacyclovir, Atorvastatin, Levothyroxine",5,1856850.83,1136267,3.3,1,1
700,Nguyễn Văn Thị,79,0971291832,Quận 7,Tân Thuận Tây,70 Bùi Văn Cấm,nguyen_van_thi_01021945@gmail.com,1945-02-01,Sodium chloride,9,1729565.15,1233878,3.1,1,1
701,Vũ An Quang,69,0955752923,Huyện Nhà Bè,Xã Phước Kiển,18 Đào Sư Tích,vu_an_quang_07041955@gmail.com,1955-04-07,"Losartan, Nystatin",4,1796870.62,1437041,3.5,1,1
702,Bùi Vĩ Như,52,0981069656,Huyện Nhà Bè,Xã Hiệp Phước,78 Phú Xuân,bui_vi_nhu_23041972@gmail.com,1972-04-23,Duloxetine,9,3595798.7,2515548,4.8,5,5
703,Hồ Bích Mai,52,0992434373,Huyện Nhà Bè,Xã Phước Lộc,39 Dương Cát Lợi,ho_bich_mai_05101972@gmail.com,1972-10-05,"Cetirizine, Hydrocodone, Paracetamol, Albuterol",7,2010258.0,1575457,3.3,3,3
704,Đỗ Khánh Lan,18,0964307912,Quận 7,Phú Mỹ,45 Bắc Nam,do_khanh_lan_23072006@gmail.com,2006-07-23,"Levofloxacin, Fluconazole",4,4586885.51,2969525,4.0,5,5
705,Bùi Bích Ngọc,73,0904064525,Huyện Nhà Bè,Xã Hiệp Phước,63 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,bui_bich_ngoc_08011952@gmail.com,1952-01-08,Levofloxacin,4,3505229.75,2560970,4.4,2,2
706,Nguyễn Đức Lan,43,0949808363,Huyện Nhà Bè,Xã Phước Lộc,99 Long Thới,nguyen_duc_lan_03091981@gmail.com,1981-09-03,Venlafaxine,11,3478380.26,2497400,3.9,4,4
707,Trần Mai Mai,31,0967344186,Huyện Nhà Bè,Xã Nhơn Đức,83 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,tran_mai_mai_30081993@gmail.com,1993-08-30,"Ciprofloxacin, Tamsulosin, Ramipril",10,2594914.54,1579257,3.2,3,3
708,Bùi Hà Mai,53,0997177595,Quận 7,Tân Phong,10 Chuyên Dùng,bui_ha_mai_19071971@gmail.com,1971-07-19,"Clopidogrel, Loratadine, Hydrocodone",5,1946597.51,1399501,4.6,2,2
709,Ngô Thành Mai,31,0943369865,Huyện Nhà Bè,Xã Nhơn Đức,52 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,ngo_thanh_mai_31121993@gmail.com,1993-12-31,"Isotretinoin, Memantine",6,3052803.65,2278531,3.9,4,4
710,Ngô Đức Mai,73,0964750059,Huyện Nhà Bè,Xã Phước Kiển,40 Nhơn Đức,ngo_duc_mai_11011952@gmail.com,1952-01-11,"Silver sulfadiazine, Enalapril",3,3215739.65,2485101,4.9,2,2
711,Bùi Bảo Hải,35,0912728148,Quận 7,Tân Phú,43 Bến Nghé,bui_bao_hai_12071989@gmail.com,1989-07-12,"Vitamin D, Levofloxacin, Prednisone",5,1502723.15,1031273,3.7,2,2
712,Vũ Bích An,50,0913287101,Quận 7,Tân Hưng,50 Gò Ô Môi,vu_bich_an_07011974@gmail.com,1974-01-07,"Bacitracin, Acyclovir",4,2621266.82,1628124,3.5,3,3
713,Trần Bảo Như,45,0943679053,Huyện Nhà Bè,Xã Phước Lộc,5 Khu Trung Tâm Huyện,tran_bao_nhu_04011980@gmail.com,1980-01-04,"Thuốc ho, Lithium",5,2569493.2,1625032,3.4,3,3
714,Đỗ An Đức,35,0927158313,Quận 7,Phú Mỹ,81 Huỳnh Tấn Phát,do_an_duc_04021989@gmail.com,1989-02-04,Fexofenadine,7,3134781.66,2365008,4.6,4,4
715,Đỗ Hà An,77,0949255656,Quận 7,Phú Thuận,63 Chuyên Dùng,do_ha_an_11061947@gmail.com,1947-06-11,"Tretinoin, Rifampin",9,3291609.44,2390393,3.9,2,2
716,Ngô Phúc Đức,75,0914293870,Quận 7,Tân Quy,33 Đường U,ngo_phuc_duc_21031949@gmail.com,1949-03-21,"Ranitidine, Levothyroxine, Naproxen, Methadone",9,3498622.05,2469360,4.8,2,2
717,Hoàng Vĩ An,43,0936961289,Quận 7,Tân Phong,67 Phạm Viết Chánh,hoang_vi_an_30081981@gmail.com,1981-08-30,"Oxycodone, Finasteride",4,407773.31,315467,4.3,1,0
718,Bùi Mai An,29,0946102446,Quận 7,Tân Phong,23 Hưng Long,bui_mai_an_25081995@gmail.com,1995-08-25,"Fluoxetine, Venlafaxine",5,1924109.36,1321408,4.0,2,2
719,Hồ Quang Thị,78,0995223967,Quận 7,Phú Thuận,31 Cao Triều Phát,ho_quang_thi_20091946@gmail.com,1946-09-20,"Dexamethasone, Hydrochlorothiazide, Fentanyl, Meloxicam",6,2986200.59,1898414,3.8,1,1
720,Hồ Như Quang,55,0981747525,Huyện Nhà Bè,Xã Phú Xuân,100 Chánh Hưng,ho_nhu_quang_11041969@gmail.com,1969-04-11,"Hydrocodone, Dexamethasone, Amlodipine",7,846910.78,635361,4.4,1,1
721,Bùi Vĩ An,55,0919422881,Huyện Nhà Bè,Xã Nhơn Đức,23 Nguyễn Văn Thọ,bui_vi_an_10071969@gmail.com,1969-07-10,Simvastatin,1,879237.12,633276,4.6,1,1
722,Bùi Khánh An,76,0933135679,Huyện Nhà Bè,Xã Phú Xuân,17 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,bui_khanh_an_07121948@gmail.com,1948-12-07,"Nitroglycerin, Thuốc đau dạ dày, Citalopram, Tamsulosin",10,1889904.4,1313942,5.0,1,1
723,Nguyễn Đức Lan,38,0947871845,Huyện Nhà Bè,Xã Nhơn Đức,28 Chánh Hưng Nối Dài,nguyen_duc_lan_22011986@gmail.com,1986-01-22,"Atorvastatin, Finasteride",11,1798905.96,1433646,3.7,2,2
724,Lê Tú Lan,31,0998355936,Huyện Nhà Bè,Xã Phước Lộc,2 Vạn Phát Hưng,le_tu_lan_24041993@gmail.com,1993-04-24,"Thuốc đau dạ dày, Azithromycin, Fentanyl, Cetirizine",12,3535082.88,2638878,4.3,5,5
725,Nguyễn Tâm Như,33,0943448740,Huyện Nhà Bè,Xã Phước Lộc,97 Vạn Phát Hưng,nguyen_tam_nhu_20061991@gmail.com,1991-06-20,"Atenolol, Loratadine, Warfarin",6,699866.69,445653,3.2,1,0
726,Vũ Vĩ An,51,0991199749,Huyện Nhà Bè,Xã Phú Xuân,77 Khu Trung Tâm Huyện,vu_vi_an_17121973@gmail.com,1973-12-17,"Amlodipine, Loratadine, Citalopram, Ramipril",9,3677507.19,2904645,3.2,5,5
727,Bùi Phúc Thị,62,0966295209,Huyện Nhà Bè,Xã Hiệp Phước,56 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,bui_phuc_thi_08041962@gmail.com,1962-04-08,"Rivastigmine, Dexamethasone, Thuốc ho, Cetirizine",5,2214728.26,1588473,4.0,1,1
728,Đỗ Tâm Như,27,0937906318,Quận 7,Tân Phú,44 Hưng Long,do_tam_nhu_07101997@gmail.com,1997-10-07,Acyclovir,12,2845685.14,2231282,4.0,4,4
729,Trần Tú Thị,32,0921913409,Huyện Nhà Bè,Xã Phước Kiển,71 Nguyễn Bình,tran_tu_thi_30111992@gmail.com,1992-11-30,"Thuốc ho, Albuterol",8,3445601.79,2640933,4.6,5,5
730,Trần Mai Mai,48,0948295835,Quận 7,Phú Thuận,98 Bùi Văn Ba,tran_mai_mai_25091976@gmail.com,1976-09-25,"Atenolol, Propranolol, Propranolol",1,4622499.78,2970128,4.1,5,5
731,Hồ Vĩ Ngọc,59,0974247675,Huyện Nhà Bè,Xã Phước Lộc,25 Phan Văn Bảy,ho_vi_ngoc_03021965@gmail.com,1965-02-03,"Fentanyl, Citalopram, Prednisone",3,3626217.58,2506747,4.6,5,5
732,Bùi Hà Văn,55,0968030220,Huyện Nhà Bè,Xã Phú Xuân,89 Đào Xuân Tích,bui_ha_van_23121969@gmail.com,1969-12-23,"Fluconazole, Donepezil, Warfarin",5,4850729.39,2925319,3.5,5,5
733,Ngô Tú Lan,50,0901178109,Quận 7,Phú Mỹ,39 Hoàng Quốc Việt,ngo_tu_lan_06051974@gmail.com,1974-05-06,"Azithromycin, Rivastigmine, Acetaminophen",7,1560487.82,1074060,4.7,2,2
734,Trần Hải Quang,77,0944257098,Quận 7,Tân Thuận Tây,80 Đô Đốc Tuyết,tran_hai_quang_03111947@gmail.com,1947-11-03,"Clopidogrel, Metformin, Valacyclovir",3,1565290.73,1086816,3.9,1,1
735,Hồ Vĩ Ngọc,64,0992465234,Quận 7,Tân Kiểng,68 Huỳnh Tấn Phát,ho_vi_ngoc_05031960@gmail.com,1960-03-05,"Albuterol, Loratadine, Vitamin C",7,1581305.15,1014622,3.2,1,1
736,Trần Tú Văn,19,0928750111,Huyện Nhà Bè,Xã Phú Xuân,38 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,tran_tu_van_31102005@gmail.com,2005-10-31,"Sildenafil, Vitamin C",6,2008981.1,1237109,4.8,2,2
737,Hồ Minh An,28,0916536301,Quận 7,Tân Thuận Đông,74 Đào Trí Nối dài,ho_minh_an_23101996@gmail.com,1996-10-23,"Citalopram, Thuốc đau dạ dày, Telmisartan",11,2677991.75,2120021,4.5,4,4
738,Bùi Bích Hải,60,0912764238,Huyện Nhà Bè,Xã Phước Lộc,17 Huỳnh Tấn Phát,bui_bich_hai_03041964@gmail.com,1964-04-03,"Duloxetine, Prednisone, Methylphenidate",4,1063810.69,729424,4.6,1,1
739,Phạm Như Đức,52,0952106340,Huyện Nhà Bè,Xã Phú Xuân,12 Phú Xuân,pham_nhu_duc_25111972@gmail.com,1972-11-25,"Naproxen, Ziprasidone, Amlodipine",7,1471779.93,934899,3.1,1,1
740,Phạm Tâm Quang,52,0937598870,Quận 7,Tân Thuận Tây,2 Lâm Văn Bền,pham_tam_quang_08101972@gmail.com,1972-10-08,Lithium,1,1997928.98,1328505,4.5,2,2
741,Nguyễn Đức Lan,74,0983202655,Quận 7,Tân Phú,26 Phạm Viết Chánh,nguyen_duc_lan_12091950@gmail.com,1950-09-12,"Propranolol, Cảm cúm, Dexamethasone, Lisinopril",1,2737887.18,1961425,4.1,1,1
742,Phạm Mai Mai,70,0931319206,Quận 7,Tân Phong,66 Bắc Nam,pham_mai_mai_29041954@gmail.com,1954-04-29,"Nystatin, Thuốc đau dạ dày",6,3405183.57,2537011,3.5,2,2
743,Vũ Vĩ Ngọc,57,0957875637,Quận 7,Tân Quy,7 Hà Huy Tập,vu_vi_ngoc_09081967@gmail.com,1967-08-09,"Clindamycin, Montelukast",9,3898239.72,2859948,4.3,5,5
744,Trần Phúc Như,36,0995035549,Quận 7,Tân Thuận Đông,91 Nguyễn Khắc Viện,tran_phuc_nhu_15031988@gmail.com,1988-03-15,"Acyclovir, Lisinopril, Tramadol",9,2272847.04,1678434,3.7,3,3
